local_queryID,time(ms),recall,mrr
0,1.943,0.0,0.0
1,1.499,1.0,0.0
2,2.529,0.0,0.0
3,1.173,0.0,0.0
4,1.213,0.0,0.0
5,1.082,0.0,0.0
6,1.181,1.0,0.0
7,1.138,1.0,0.0
8,1.273,1.0,0.0
9,1.224,1.0,0.0
10,1.008,0.0,0.0
11,1.111,1.0,0.0
12,1.063,0.0,0.0
13,1.036,1.0,0.0
14,1.16,1.0,1.0
15,1.102,0.0,0.0
16,1.1,1.0,1.0
17,1.22,1.0,0.0
18,1.132,1.0,1.0
19,1.035,1.0,1.0
20,0.904,1.0,0.0
21,0.964,1.0,1.0
22,1.022,1.0,0.0
23,0.896,0.0,1.0
24,0.926,1.0,1.0
25,0.927,0.0,0.0
26,0.808,1.0,1.0
27,0.848,1.0,1.0
28,0.842,1.0,0.0
29,0.819,1.0,1.0
30,0.877,1.0,1.0
31,0.815,1.0,1.0
32,0.789,1.0,1.0
33,0.746,1.0,1.0
34,0.696,1.0,0.0
35,0.707,1.0,0.0
36,0.677,1.0,0.0
37,0.767,1.0,1.0
38,0.748,0.0,0.0
39,0.633,0.0,0.0
40,0.738,1.0,0.0
41,0.712,1.0,1.0
42,0.689,0.0,0.0
43,0.722,1.0,1.0
44,0.782,1.0,1.0
45,0.743,1.0,0.0
46,0.708,1.0,0.0
47,0.693,1.0,1.0
48,0.713,0.0,0.0
49,0.746,1.0,0.0
50,0.661,0.0,0.0
51,0.884,1.0,1.0
52,0.731,0.0,0.0
53,0.615,0.0,0.0
54,0.668,1.0,1.0
55,0.68,0.0,0.0
56,0.729,1.0,1.0
57,0.814,1.0,0.0
58,0.733,0.0,0.0
59,0.688,1.0,1.0
60,0.696,1.0,0.0
61,0.691,1.0,0.0
62,0.717,1.0,0.0
63,0.806,1.0,1.0
64,0.674,1.0,0.0
65,0.753,0.0,0.0
66,0.709,1.0,1.0
67,0.694,1.0,0.0
68,0.721,1.0,0.0
69,0.728,1.0,1.0
70,0.737,1.0,0.0
71,0.65,1.0,0.0
72,0.714,1.0,0.0
73,0.76,0.0,0.0
74,0.63,0.0,0.0
75,0.734,0.0,0.0
76,0.8,1.0,0.0
77,0.626,1.0,1.0
78,0.688,1.0,0.0
79,0.562,1.0,1.0
80,0.682,1.0,0.0
81,0.661,1.0,0.0
82,0.653,0.0,0.0
83,0.705,1.0,1.0
84,0.645,0.0,0.0
85,0.731,1.0,1.0
86,1.009,1.0,1.0
87,0.644,1.0,0.0
88,0.77,1.0,1.0
89,0.768,1.0,0.0
90,1.66,1.0,0.0
91,1.556,0.0,0.0
92,0.867,0.0,0.0
93,0.713,1.0,1.0
94,0.744,1.0,1.0
95,0.652,1.0,1.0
96,0.668,1.0,1.0
97,0.744,0.0,0.0
98,0.626,0.0,0.0
99,0.627,0.0,0.0
