local_queryID,time(ms),recall,mrr
0,2.958,0.8,0.0
1,1.868,0.6,1.0
2,1.285,0.3,0.0
3,1.116,0.3,0.0
4,1.005,0.7,1.0
5,1.007,0.6,1.0
6,1.075,0.8,1.0
7,1.002,0.4,0.0
8,1.012,1.0,1.0
9,1.075,0.8,0.0
10,0.95,0.5,0.0
11,1.062,0.6,0.0
12,1.04,0.3,0.0
13,0.905,0.4,0.0
14,1.068,0.6,1.0
15,0.984,0.6,0.0
16,0.939,0.4,0.0
17,0.893,0.5,0.0
18,0.95,0.6,0.0
19,1.088,0.7,0.0
20,1.005,0.5,0.0
21,0.935,0.6,1.0
22,0.989,0.3,0.0
23,0.966,0.9,1.0
24,0.958,0.4,1.0
25,0.877,0.5,0.0
26,0.92,0.3,1.0
27,0.919,0.3,0.0
28,0.911,0.7,0.0
29,0.908,0.7,0.0
30,0.795,0.6,1.0
31,0.835,0.7,0.0
32,0.963,0.5,1.0
33,0.898,0.5,1.0
34,0.771,0.5,1.0
35,0.847,0.7,0.0
36,0.789,0.4,0.0
37,0.955,0.4,0.0
38,0.857,0.6,0.0
39,0.828,0.5,0.0
40,0.789,0.5,0.0
41,0.889,0.7,0.0
42,0.98,0.6,0.0
43,1.03,0.5,1.0
44,0.871,0.6,1.0
45,0.909,0.7,0.0
46,0.837,0.7,1.0
47,0.718,0.4,1.0
48,0.72,0.4,0.0
49,0.832,0.4,0.0
50,0.725,0.3,0.0
51,0.731,0.5,0.0
52,0.739,0.3,1.0
53,0.767,0.4,1.0
54,0.742,0.5,0.0
55,0.826,0.8,1.0
56,0.721,0.8,1.0
57,0.841,0.3,0.0
58,0.789,0.8,0.3333333333333333
59,0.761,0.3,0.0
60,0.735,0.8,1.0
61,0.769,0.9,0.0
62,0.808,0.4,0.0
63,0.829,0.6,0.0
64,0.954,0.6,1.0
65,0.882,0.8,0.25
66,0.832,0.4,1.0
67,0.809,0.4,0.0
68,0.773,0.8,1.0
69,0.867,0.4,0.0
70,0.921,0.2,0.0
71,0.878,0.7,0.0
72,0.867,0.7,0.0
73,0.769,0.4,0.0
74,0.977,0.2,0.0
75,1.091,0.5,1.0
76,0.788,0.7,0.0
77,0.846,0.2,0.0
78,0.911,0.6,1.0
79,0.821,0.6,1.0
80,0.774,0.8,1.0
81,0.912,0.5,0.0
82,0.778,0.5,0.0
83,0.841,0.5,0.0
84,0.794,0.5,1.0
85,0.862,0.6,0.0
86,0.788,0.4,0.0
87,0.738,0.5,1.0
88,0.75,0.7,1.0
89,0.73,0.4,0.0
90,0.802,0.2,0.0
91,0.701,0.4,1.0
92,0.686,0.7,0.0
93,0.8,0.5,0.0
94,0.886,0.6,1.0
95,0.818,0.6,1.0
96,0.728,0.6,0.0
97,0.877,0.2,0.0
98,0.791,0.5,0.0
99,0.794,0.5,1.0
