local_queryID,time(ms),recall,mrr
0,2.156,1.0,0.0
1,1.739,0.0,0.0
2,1.966,0.0,0.0
3,1.646,0.0,0.0
4,1.451,0.0,0.0
5,0.847,0.0,0.0
6,0.807,0.0,0.0
7,0.858,0.0,0.0
8,0.886,1.0,0.0
9,0.876,0.0,0.0
10,0.879,1.0,0.0
11,0.823,1.0,0.0
12,0.845,0.0,0.0
13,0.816,0.0,0.0
14,0.968,1.0,0.0
15,0.763,1.0,0.0
16,0.878,0.0,0.0
17,0.822,1.0,0.0
18,0.785,1.0,0.0
19,0.867,0.0,0.0
20,0.671,0.0,0.0
21,0.781,1.0,0.0
22,0.751,1.0,0.0
23,0.701,1.0,0.0
24,0.727,1.0,0.0
25,0.847,0.0,0.0
26,0.767,0.0,0.0
27,0.706,0.0,0.0
28,0.745,1.0,0.0
29,0.771,1.0,0.0
30,0.749,1.0,0.0
31,0.633,1.0,0.0
32,0.821,0.0,0.0
33,0.746,0.0,0.0
34,0.717,1.0,0.0
35,0.726,0.0,0.0
36,0.715,0.0,0.0
37,0.757,0.0,0.0
38,0.755,1.0,0.0
39,0.753,1.0,0.0
40,0.696,0.0,0.0
41,0.725,0.0,0.0
42,0.752,0.0,0.0
43,0.762,1.0,0.0
44,0.665,1.0,1.0
45,0.757,1.0,1.0
46,0.696,1.0,1.0
47,0.675,1.0,1.0
48,0.655,1.0,1.0
49,0.656,1.0,1.0
50,0.715,1.0,1.0
51,0.762,1.0,1.0
52,0.74,1.0,0.0
53,0.744,1.0,1.0
54,0.735,0.0,0.0
55,0.716,1.0,1.0
56,0.75,1.0,1.0
57,1.071,1.0,1.0
58,1.095,1.0,1.0
59,0.755,1.0,1.0
60,0.696,1.0,1.0
61,0.724,1.0,1.0
62,0.729,0.0,0.0
63,0.757,1.0,0.0
64,0.683,1.0,1.0
65,0.773,1.0,1.0
66,0.697,1.0,1.0
67,0.726,0.0,0.0
68,0.65,1.0,0.0
69,1.076,0.0,0.0
70,0.797,1.0,0.0
71,0.776,1.0,0.0
72,0.901,0.0,0.0
73,0.721,0.0,0.0
74,0.817,1.0,0.0
75,0.885,1.0,0.0
76,0.819,1.0,0.0
77,0.788,1.0,0.0
78,0.861,1.0,0.0
79,0.717,0.0,0.0
80,1.013,1.0,0.0
81,0.736,1.0,0.0
82,0.772,1.0,0.0
83,0.787,0.0,0.0
84,0.814,1.0,0.0
85,0.953,0.0,0.0
86,1.289,1.0,0.0
87,0.94,1.0,0.0
88,0.916,1.0,0.0
89,0.73,1.0,0.0
90,0.696,1.0,0.0
91,0.722,1.0,0.0
92,0.733,1.0,0.0
93,0.763,0.0,0.0
94,0.726,1.0,0.0
95,0.736,0.0,0.0
96,0.747,1.0,0.0
97,0.765,0.0,0.0
98,0.734,1.0,0.0
99,0.723,1.0,0.0
