local_queryID,time(ms),recall,mrr
0,6.224,1.0,0.0
1,0.891,1.0,0.0
2,1.041,0.0,0.0
3,1.228,0.0,0.0
4,1.163,0.0,0.0
5,1.114,1.0,1.0
6,0.833,1.0,1.0
7,0.89,1.0,1.0
8,0.9,1.0,0.0
9,0.771,1.0,0.0
10,0.854,0.0,0.0
11,0.751,1.0,0.0
12,1.061,0.0,0.0
13,0.849,0.0,0.0
14,0.85,1.0,1.0
15,0.844,0.0,0.0
16,0.777,1.0,1.0
17,1.005,1.0,0.0
18,0.753,1.0,0.0
19,0.778,1.0,0.0
20,0.86,1.0,1.0
21,0.829,1.0,0.0
22,0.776,1.0,0.0
23,0.845,0.0,0.0
24,0.87,1.0,1.0
25,0.877,1.0,0.0
26,0.852,1.0,1.0
27,1.025,1.0,1.0
28,0.901,0.0,0.0
29,0.752,0.0,0.0
30,0.729,0.0,0.0
31,0.763,1.0,0.0
32,0.965,1.0,0.0
33,0.755,0.0,0.0
34,0.722,1.0,0.0
35,0.677,1.0,1.0
36,0.674,1.0,0.0
37,0.732,0.0,0.0
38,0.728,1.0,0.0
39,0.665,1.0,1.0
40,0.808,0.0,0.0
41,0.658,1.0,0.0
42,0.748,1.0,0.0
43,0.716,1.0,0.0
44,0.768,1.0,0.0
45,0.689,0.0,0.0
46,0.707,1.0,0.0
47,0.736,0.0,0.0
48,0.727,1.0,1.0
49,0.682,1.0,1.0
50,0.636,1.0,0.0
51,0.719,1.0,0.0
52,0.699,0.0,0.0
53,0.703,0.0,0.0
54,0.628,0.0,0.0
55,0.718,0.0,0.0
56,0.693,0.0,1.0
57,0.669,0.0,0.0
58,0.675,0.0,0.0
59,0.678,0.0,0.0
60,0.66,0.0,0.0
61,0.704,1.0,0.0
62,0.674,0.0,0.0
63,0.636,1.0,0.0
64,0.787,1.0,1.0
65,0.652,1.0,1.0
66,0.679,1.0,1.0
67,0.679,1.0,0.0
68,0.678,1.0,0.0
69,0.63,1.0,0.0
70,0.673,1.0,1.0
71,0.622,1.0,0.0
72,0.673,1.0,0.0
73,0.676,0.0,0.0
74,0.65,1.0,1.0
75,0.665,1.0,0.0
76,0.654,1.0,0.0
77,0.554,1.0,1.0
78,0.583,1.0,0.0
79,0.7,1.0,0.0
80,0.67,1.0,0.0
81,0.659,1.0,1.0
82,0.637,1.0,1.0
83,0.63,1.0,1.0
84,0.65,1.0,0.0
85,0.644,1.0,1.0
86,0.72,0.0,0.0
87,0.829,1.0,0.0
88,0.634,0.0,0.0
89,0.668,0.0,0.0
90,0.605,1.0,0.0
91,0.633,1.0,1.0
92,0.593,0.0,0.0
93,0.644,1.0,0.0
94,0.694,1.0,1.0
95,0.589,1.0,1.0
96,0.705,1.0,0.0
97,0.613,1.0,0.0
98,0.623,0.0,0.0
99,0.664,1.0,0.0
