local_queryID,time(ms),recall,mrr
0,1.46,0.0,0.0
1,1.122,1.0,1.0
2,0.97,1.0,0.0
3,1.051,1.0,0.0
4,1.126,1.0,0.0
5,1.149,0.0,0.0
6,0.945,1.0,1.0
7,1.089,1.0,0.0
8,1.313,1.0,0.0
9,1.815,1.0,0.0
10,1.023,0.0,0.0
11,0.973,1.0,0.0
12,0.944,1.0,0.0
13,0.858,0.0,0.0
14,0.974,0.0,0.0
15,0.933,0.0,0.0
16,0.818,1.0,0.0
17,0.795,0.0,0.0
18,0.835,0.0,0.0
19,0.938,1.0,0.0
20,0.787,0.0,0.0
21,0.739,1.0,1.0
22,0.769,1.0,0.0
23,0.831,1.0,0.0
24,0.781,0.0,0.0
25,0.851,1.0,0.0
26,0.859,0.0,0.0
27,0.847,0.0,0.0
28,0.773,1.0,0.0
29,0.799,1.0,0.0
30,0.842,1.0,1.0
31,0.778,0.0,0.0
32,0.871,1.0,1.0
33,0.688,0.0,0.0
34,0.748,1.0,1.0
35,0.673,1.0,0.0
36,0.793,1.0,0.0
37,0.785,0.0,0.0
38,0.773,1.0,0.0
39,0.712,0.0,0.0
40,0.769,0.0,0.0
41,0.708,1.0,0.0
42,0.804,0.0,0.0
43,0.694,0.0,0.0
44,0.754,0.0,0.0
45,0.779,1.0,0.0
46,0.701,1.0,0.0
47,0.762,1.0,1.0
48,0.694,1.0,0.0
49,0.833,1.0,0.0
50,0.748,1.0,1.0
51,0.758,1.0,0.0
52,0.818,1.0,0.0
53,0.678,0.0,0.0
54,0.729,1.0,0.0
55,0.794,1.0,1.0
56,0.761,1.0,1.0
57,0.769,1.0,0.0
58,0.672,1.0,0.0
59,0.715,1.0,0.0
60,0.731,1.0,1.0
61,0.792,0.0,0.0
62,0.776,1.0,0.0
63,0.673,1.0,0.0
64,0.752,1.0,1.0
65,0.724,1.0,0.0
66,0.787,1.0,0.0
67,0.828,0.0,0.0
68,0.641,1.0,1.0
69,0.805,0.0,0.0
70,0.809,1.0,0.0
71,0.802,1.0,0.0
72,0.793,1.0,0.0
73,0.774,0.0,0.0
74,0.782,0.0,0.0
75,0.751,1.0,1.0
76,0.814,0.0,0.0
77,0.772,0.0,0.0
78,0.76,1.0,1.0
79,0.701,1.0,1.0
80,0.71,1.0,1.0
81,0.778,1.0,0.0
82,0.783,1.0,0.0
83,0.679,0.0,0.0
84,0.719,1.0,1.0
85,0.727,1.0,1.0
86,1.155,1.0,0.0
87,0.723,1.0,0.0
88,0.68,1.0,1.0
89,0.716,0.0,0.0
90,0.67,1.0,0.0
91,0.724,1.0,1.0
92,0.71,0.0,0.0
93,0.752,1.0,0.0
94,0.752,1.0,0.0
95,0.733,1.0,0.0
96,0.728,1.0,0.0
97,0.807,1.0,0.0
98,0.741,0.0,0.0
99,0.722,1.0,1.0
