local_queryID,time(ms),recall,mrr
0,17.926,0.7,1.0
1,3.839,0.7,1.0
2,2.883,0.8,1.0
3,3.253,0.5,0.0
4,5.978,0.4,1.0
5,1.289,1.0,1.0
6,1.933,0.9,1.0
7,0.879,0.8,1.0
8,1.656,0.6,1.0
9,2.629,0.4,1.0
10,6.49,0.8,1.0
11,0.853,0.6,0.0
12,3.019,0.9,1.0
13,2.612,0.7,1.0
14,1.852,0.8,1.0
15,6.52,0.4,1.0
16,2.116,0.6,1.0
17,2.529,0.4,1.0
18,2.749,0.2,0.0
19,7.785,0.6,0.0
20,2.737,0.7,1.0
21,12.073,0.6,1.0
22,1.872,0.6,0.0
23,3.229,0.7,1.0
24,1.92,0.6,0.0
25,1.952,0.6,0.0
26,3.668,0.4,0.0
27,1.474,0.4,0.0
28,1.461,0.3,0.0
29,1.496,0.4,0.0
30,1.2,0.5,0.0
31,0.997,0.7,0.0
32,1.074,0.2,0.0
33,1.088,0.3,0.0
34,0.91,0.3,0.0
35,0.947,0.6,0.0
36,0.923,0.4,0.0
37,1.037,0.3,0.0
38,1.128,0.7,0.0
39,1.01,0.5,0.0
40,1.429,0.7,0.0
41,1.016,0.3,0.0
42,0.967,0.5,0.0
43,0.888,0.8,0.0
44,0.844,0.7,0.0
45,1.134,0.5,0.0
46,1.006,0.7,0.0
47,0.907,0.5,0.0
48,1.014,0.4,0.0
49,0.904,0.7,0.0
50,0.927,0.7,0.0
51,1.018,0.3,0.0
52,0.971,0.5,0.0
53,0.958,0.2,0.0
54,1.075,0.6,0.0
55,0.845,0.5,0.0
56,1.385,0.5,0.0
57,1.147,0.2,0.0
58,0.839,0.7,0.0
59,0.878,0.3,0.0
60,0.915,0.7,0.0
61,1.015,0.4,0.0
62,0.95,0.5,0.0
63,0.834,0.5,0.0
64,2.311,0.5,0.0
65,1.063,0.3,0.0
66,1.008,0.5,0.0
67,0.944,0.0,0.0
68,0.913,0.4,0.0
69,1.112,0.3,0.0
70,1.044,0.1,0.0
71,0.94,0.4,0.0
72,1.424,0.2,0.0
73,1.193,0.7,0.0
74,0.945,0.0,0.0
75,0.838,0.7,0.0
76,0.856,0.8,0.0
77,0.826,0.1,0.0
78,1.016,0.5,0.0
79,0.871,0.4,0.0
80,0.837,0.2,0.0
81,0.846,0.6,0.0
82,0.888,1.0,0.0
83,0.993,0.7,0.0
84,0.801,0.0,0.0
85,0.797,0.5,0.0
86,0.912,0.6,0.0
87,0.875,0.4,0.0
88,0.903,0.5,0.0
89,0.873,0.6,0.0
90,0.855,0.2,0.0
91,0.803,0.5,0.0
92,0.899,0.4,0.0
93,0.89,0.7,0.0
94,0.875,0.5,0.0
95,0.829,0.5,0.0
96,0.717,0.4,0.0
97,0.826,0.3,0.0
98,0.771,0.3,0.0
99,0.783,0.2,0.0
