local_queryID,time(ms),recall,mrr
0,8.558,0.0,0.0
1,38.141,1.0,1.0
2,2.073,1.0,0.0
3,2.117,1.0,0.0
4,40.611,1.0,0.0
5,2.281,0.0,0.0
6,2.18,1.0,1.0
7,2.076,1.0,0.0
8,1.892,1.0,0.0
9,54.652,1.0,0.0
10,2.605,1.0,0.0
11,3.257,1.0,0.0
12,2.156,1.0,0.0
13,1.825,1.0,0.0
14,2.216,1.0,1.0
15,19.776,0.0,0.0
16,0.937,1.0,0.0
17,0.894,1.0,0.0
18,0.907,0.0,0.0
19,1.091,0.0,0.0
20,1.018,0.0,0.0
21,1.194,1.0,1.0
22,1.178,1.0,0.0
23,1.151,1.0,0.0
24,1.122,0.0,0.0
25,1.121,1.0,0.0
26,30.165,1.0,1.0
27,1.631,0.0,0.0
28,1.266,1.0,0.0
29,0.88,1.0,0.0
30,0.915,1.0,1.0
31,0.886,1.0,0.0
32,0.945,1.0,1.0
33,0.922,1.0,0.0
34,0.817,1.0,1.0
35,0.844,1.0,0.0
36,0.896,1.0,0.0
37,0.853,0.0,0.0
38,0.887,1.0,0.0
39,0.832,1.0,0.0
40,1.094,1.0,0.0
41,4.8,1.0,0.0
42,14.733,1.0,0.0
43,29.705,0.0,0.0
44,1.228,1.0,1.0
45,0.984,0.0,0.0
46,0.931,1.0,0.0
47,1.197,1.0,1.0
48,0.97,1.0,0.0
49,1.271,1.0,0.0
50,1.221,1.0,1.0
51,1.027,1.0,0.0
52,1.17,1.0,0.0
53,1.033,1.0,0.0
54,11.156,0.0,0.0
55,1.09,1.0,1.0
56,1.024,1.0,1.0
57,1.013,0.0,0.0
58,1.007,1.0,0.0
59,1.01,0.0,0.0
60,0.948,1.0,1.0
61,1.051,0.0,0.0
62,1.089,1.0,0.0
63,31.107,1.0,0.0
64,1.008,1.0,1.0
65,0.981,1.0,0.0
66,0.915,1.0,0.0
67,0.933,0.0,0.0
68,0.836,1.0,1.0
69,0.928,1.0,0.0
70,0.93,1.0,0.0
71,0.884,0.0,0.0
72,0.904,1.0,0.0
73,0.854,0.0,0.0
74,20.967,1.0,0.0
75,0.837,1.0,1.0
76,0.86,1.0,0.0
77,0.881,0.0,0.0
78,0.857,1.0,1.0
79,0.825,1.0,1.0
80,0.794,1.0,1.0
81,0.852,1.0,0.0
82,0.819,1.0,0.0
83,0.83,0.0,0.0
84,0.834,1.0,1.0
85,0.827,1.0,1.0
86,20.998,1.0,0.0
87,0.834,1.0,0.0
88,1.099,1.0,1.0
89,0.871,1.0,0.0
90,1.731,1.0,0.0
91,0.957,1.0,1.0
92,0.965,1.0,0.0
93,1.319,0.0,0.0
94,1.082,1.0,0.0
95,12.673,1.0,0.0
96,1.356,1.0,0.0
97,1.197,0.0,0.0
98,1.041,0.0,0.0
99,1.014,1.0,1.0
